year_month,product,region,revenue,cost,profit
2015-09,Furniture,Central,233.562,235.21139999999997,-1.6494
2015-09,Furniture,East,1547.014,1440.7969,106.21710000000002
2015-09,Furniture,South,175.3,132.5956,42.7044
2015-09,Furniture,West,1395.391,1232.6918,162.6992
2015-09,Office Supplies,Central,149.14000000000001,168.9324,-19.792399999999997
2015-09,Office Supplies,East,4139.223,3344.6499,794.5731
2015-09,Office Supplies,South,698.564,456.6585999999999,241.90540000000001
2015-09,Office Supplies,West,1702.998,1496.1909999999998,206.807
2015-09,Technology,Central,134.376,127.6572,6.7188
2015-09,Technology,East,2380.338,2134.8419,245.4961
2015-09,Technology,South,619.95,508.35900000000004,111.591
2015-09,Technology,West,1175.634,762.9996000000001,412.63439999999997
2015-10,Furniture,Central,462.75,498.6132,-35.8632
2015-10,Furniture,East,1835.5919999999999,1699.3228,136.26919999999998
2015-10,Furniture,South,1350.5175,1690.3251,-339.8076
2015-10,Furniture,West,997.196,1085.7098,-88.5138
2015-10,Office Supplies,Central,384.281,295.10560000000004,89.1754
2015-10,Office Supplies,East,463.164,307.939,155.225
2015-10,Office Supplies,South,1987.7220000000002,2300.0762,-312.3542
2015-10,Office Supplies,West,728.918,547.4732,181.4448
2015-10,Technology,Central,1157.558,928.235,229.32299999999998
2015-10,Technology,East,1550.674,1048.1511,502.5229
2015-10,Technology,West,1147.6999999999998,1048.424,99.276
2015-11,Furniture,Central,1118.5600000000002,975.0314000000002,143.5286
2015-11,Furniture,East,10682.018,8456.6166,2225.4013999999997
2015-11,Furniture,South,1370.268,1312.2452999999998,58.0227
2015-11,Furniture,West,1948.309,1842.0363,106.2727
2015-11,Office Supplies,Central,3679.184,2977.3704,701.8136
2015-11,Office Supplies,East,1162.568,1025.4789,137.0891
2015-11,Office Supplies,South,2382.7599999999998,3264.4791000000005,-881.7191000000001
2015-11,Office Supplies,West,522.793,344.101,178.692
2015-11,Technology,Central,1446.564,1022.6519000000001,423.9121
2015-11,Technology,East,10416.76,6142.7299,4274.0301
2015-11,Technology,South,326.99199999999996,258.1008,68.8912
2015-11,Technology,West,2322.518,1984.0594999999998,338.4585
2015-12,Furniture,Central,1000.6080000000001,771.4975999999999,229.11040000000003
2015-12,Furniture,East,2033.94,1743.5902,290.3498
2015-12,Furniture,South,459.29600000000005,364.6886,94.6074
2015-12,Furniture,West,8402.753,7831.742200000001,571.0108
2015-12,Office Supplies,Central,864.09,667.8369,196.25310000000005
2015-12,Office Supplies,East,1580.204,1029.3383,550.8657000000001
2015-12,Office Supplies,South,2264.286,3207.135,-942.849
2015-12,Office Supplies,West,3894.872,3030.7765,864.0955
2015-12,Technology,Central,3321.9120000000003,2574.3098,747.6021999999999
2015-12,Technology,East,6247.070000000001,5499.7673,747.3027
2015-12,Technology,South,381.464,300.3754,81.0886
2015-12,Technology,West,962.556,754.9908,207.5652
2016-01,Furniture,Central,3181.806,2435.2113,746.5947000000001
2016-01,Furniture,East,244.1,193.10500000000002,50.995000000000005
2016-01,Furniture,West,104.77000000000001,62.700900000000004,42.0691
2016-01,Office Supplies,Central,143.85,79.5885,64.2615
2016-01,Office Supplies,East,188.11599999999999,241.69039999999998,-53.5744
2016-01,Office Supplies,South,83.69200000000001,101.81200000000001,-18.120000000000005
2016-01,Office Supplies,West,149.04,110.3968,38.6432
2016-01,Technology,Central,376.64,374.54200000000003,2.097999999999999
2016-01,Technology,East,247.56799999999998,190.1662,57.401799999999994
2016-01,Technology,South,1319.408,1142.6672,176.74079999999998
2016-01,Technology,West,797.858,523.8557999999999,274.0022
2016-02,Furniture,Central,315.284,392.7572,-77.4732
2016-02,Furniture,South,1276.134,1001.9938,274.1402
2016-02,Furniture,West,572.096,561.1732,10.922799999999999
2016-02,Office Supplies,East,148.31199999999998,131.7908,16.5212
2016-02,Office Supplies,South,2693.73,1999.8582,693.8718
2016-02,Office Supplies,West,399.80999999999995,289.9665,109.8435
2016-02,Technology,Central,69.93,69.23070000000001,0.6993
2016-02,Technology,East,90.48,66.9552,23.5248
2016-02,Technology,South,10567.606000000002,7465.3594,3102.2466
2016-02,Technology,West,905.758,848.0163,57.741699999999994
2016-03,Furniture,Central,1506.346,1984.3586,-478.0126
2016-03,Furniture,East,1756.2179999999998,1932.1,-175.882
2016-03,Furniture,South,179.28,151.5813,27.6987
2016-03,Furniture,West,805.632,716.6016,89.0304
2016-03,Office Supplies,Central,4700.278,5257.8659,-557.5879
2016-03,Office Supplies,East,1204.333,712.5698,491.7632
2016-03,Office Supplies,South,504.35999999999996,369.468,134.892
2016-03,Office Supplies,West,1053.628,963.5102999999999,90.1177
2016-03,Technology,Central,991.468,852.2460000000001,139.222
2016-03,Technology,East,6388.356000000001,3814.6572,2573.6988
2016-03,Technology,South,1363.96,1278.7125,85.2475
2016-03,Technology,West,7703.3460000000005,6942.6111,760.7349
2016-04,Furniture,Central,1622.0040000000001,1225.7964000000002,396.2076
2016-04,Furniture,East,2447.582,2005.8391999999997,441.7428
2016-04,Furniture,South,865.78,666.3109999999999,199.469
2016-04,Furniture,West,1414.005,1465.4374,-51.4324
2016-04,Office Supplies,Central,1276.2799999999997,3104.5080000000003,-1828.228
2016-04,Office Supplies,East,2526.4,2465.6074,60.79260000000001
2016-04,Office Supplies,South,398.348,325.13800000000003,73.21
2016-04,Office Supplies,West,1192.41,959.1162,233.2938
2016-04,Technology,Central,1222.778,898.2941999999999,324.4838
2016-04,Technology,East,1538.6219999999998,1182.7842,355.83779999999996
2016-04,Technology,South,149.97,143.9712,5.9988
2016-04,Technology,West,1199.976,824.9835,374.9925
2016-05,Furniture,Central,366.744,476.7672,-110.0232
2016-05,Furniture,East,1062.364,818.7366999999999,243.6273
2016-05,Furniture,South,574.396,701.432,-127.036
2016-05,Furniture,West,2097.344,1757.1906000000001,340.15340000000003
2016-05,Office Supplies,Central,1257.524,1363.1663,-105.6423
2016-05,Office Supplies,East,1813.436,1622.3019,191.1341
2016-05,Office Supplies,South,372.80600000000004,220.7464,152.0596
2016-05,Office Supplies,West,149.918,84.2603,65.65769999999999
2016-05,Technology,Central,45.312,46.6704,-1.3583999999999998
2016-05,Technology,East,6423.393,5260.5693,1162.8237
2016-05,Technology,South,177.48,157.5135,19.9665
2016-05,Technology,West,460.148,378.6511,81.4969
2016-06,Furniture,Central,1704.477,2148.8542,-444.3772
2016-06,Furniture,East,793.904,714.6742,79.2298
2016-06,Furniture,West,2431.832,2603.0409,-171.2089
2016-06,Office Supplies,Central,539.812,570.2844,-30.47240000000001
2016-06,Office Supplies,East,2001.776,1453.069,548.707
2016-06,Office Supplies,South,449.49,278.8066,170.6834
2016-06,Office Supplies,West,700.86,417.5837,283.2763
2016-06,Technology,Central,1368.187,1285.0738999999999,83.1131
2016-06,Technology,East,1657.86,1201.6779,456.1821
2016-06,Technology,South,1225.8600000000001,1043.6637,182.1963
2016-06,Technology,West,4095.9379999999996,3551.6227,544.3153
2016-07,Furniture,Central,842.0899999999999,883.698,-41.608000000000004
2016-07,Furniture,East,573.286,485.8764,87.40960000000001
2016-07,Furniture,West,2691.647,2284.8262,406.8208
2016-07,Office Supplies,Central,607.688,597.5325,10.155499999999998
2016-07,Office Supplies,East,974.545,693.1941,281.3509
2016-07,Office Supplies,South,154.768,100.7318,54.036199999999994
2016-07,Office Supplies,West,342.288,319.369,22.919000000000004
2016-07,Technology,Central,863.64,755.685,107.955
2016-07,Technology,East,432.825,758.8473,-326.0223
2016-07,Technology,South,823.96,772.4625000000001,51.4975
2016-07,Technology,West,4753.110000000001,3312.5444,1440.5656
2016-08,Furniture,East,374.22400000000005,445.414,-71.19
2016-08,Furniture,South,672.0925,881.564,-209.4715
2016-08,Furniture,West,649.488,621.3102,28.177799999999998
2016-08,Office Supplies,Central,339.148,201.2484,137.8996
2016-08,Office Supplies,East,1737.5520000000001,1399.3369999999998,338.21500000000003
2016-08,Office Supplies,South,885.9699999999999,746.6457999999999,139.32420000000002
2016-08,Office Supplies,West,594.4,422.908,171.49200000000002
2016-08,Technology,Central,1567.224,1491.3068999999998,75.9171
2016-08,Technology,South,44.784,40.3056,4.4784
2016-08,Technology,West,2066.826,1807.391,259.435
2016-09,Furniture,Central,4318.9436000000005,5160.7842,-841.8406000000001
2016-09,Furniture,East,2777.0229999999997,2588.5349,188.48809999999997
2016-09,Furniture,South,3227.178,2738.9912999999997,488.1867
2016-09,Furniture,West,1673.096,1542.4761999999998,130.6198
2016-09,Office Supplies,Central,2510.678,2184.9802999999997,325.69770000000005
2016-09,Office Supplies,East,6539.469,5570.648999999999,968.8199999999999
2016-09,Office Supplies,South,1542.679,1264.8194,277.8596
2016-09,Office Supplies,West,1688.342,1209.3836000000001,478.9584
2016-09,Technology,Central,3481.428,3140.3242,341.1038
2016-09,Technology,East,1657.346,1604.4537,52.89230000000001
2016-09,Technology,South,3296.9320000000002,2165.8942,1131.0378
2016-09,Technology,West,8501.43,6364.0697,2137.3603000000003
2016-10,Furniture,Central,145.642,202.893,-57.251
2016-10,Furniture,East,1502.084,1573.4662,-71.38219999999998
2016-10,Furniture,South,11.568,8.9652,2.6028
2016-10,Furniture,West,1491.218,1553.3512,-62.133200000000016
2016-10,Office Supplies,Central,1078.992,669.8757,409.11629999999997
2016-10,Office Supplies,East,235.004,162.18739999999997,72.8166
2016-10,Office Supplies,South,448.78700000000003,523.2036,-74.4166
2016-10,Office Supplies,West,391.764,360.3586,31.4054
2016-10,Technology,Central,17649.362,9209.6411,8439.7209
2016-10,Technology,East,5423.8859999999995,2847.5135999999998,2576.3723999999997
2016-10,Technology,South,52.68,32.925,19.755
2016-10,Technology,West,1625.262,2502.871,-877.6089999999999
2016-11,Furniture,Central,5070.6848,5261.455,-190.7702
2016-11,Furniture,East,4325.3369999999995,4334.832,-9.495000000000001
2016-11,Furniture,South,4062.048,3791.0386,271.00939999999997
2016-11,Furniture,West,4924.582,4681.6887,242.8933
2016-11,Office Supplies,Central,1241.742,902.3734,339.3686
2016-11,Office Supplies,East,1532.1319999999998,1250.475,281.657
2016-11,Office Supplies,South,1378.056,1173.3338999999999,204.7221
2016-11,Office Supplies,West,4574.26,2939.7998,1634.4602
2016-11,Technology,Central,1095.944,845.7667,250.1773
2016-11,Technology,East,2038.672,1642.6174,396.0546
2016-11,Technology,South,111.77,86.7723,24.9977
2016-11,Technology,West,2696.9610000000002,2408.692,288.269
2016-12,Furniture,Central,6431.8,5458.9082,972.8918000000001
2016-12,Furniture,East,3473.1769999999997,3514.2223,-41.04530000000002
2016-12,Furniture,South,1328.654,1124.639,204.015
2016-12,Furniture,West,4451.138,4327.021,124.117
2016-12,Office Supplies,Central,595.395,417.2871,178.1079
2016-12,Office Supplies,East,8642.294,6212.5658,2429.7282
2016-12,Office Supplies,South,2878.736,2071.6922000000004,807.0437999999999
2016-12,Office Supplies,West,5982.942,4342.9474,1639.9946
2016-12,Technology,Central,2494.764,2048.155,446.609
2016-12,Technology,East,2919.896,2162.7942000000003,757.1018
2016-12,Technology,South,2188.794,1848.9704,339.8236
2016-12,Technology,West,4129.516,3228.6351,900.8809
2017-01,Furniture,Central,1365.594,1749.2477,-383.65369999999996
2017-01,Furniture,East,86.576,62.193599999999996,24.3824
2017-01,Furniture,West,1367.41,1087.7812,279.6288
2017-01,Office Supplies,Central,1676.638,2975.0208000000002,-1298.3828
2017-01,Office Supplies,East,314.57099999999997,524.0751,-209.5041
2017-01,Office Supplies,South,81.062,101.1948,-20.1328
2017-01,Office Supplies,West,2412.852,1622.9932000000001,789.8588000000001
2017-01,Technology,Central,3059.982,2379.986,679.996
2017-01,Technology,South,695.7,723.528,-27.828
2017-01,Technology,West,16.59,10.7835,5.8065
2017-02,Furniture,Central,26.183999999999997,54.9582,-28.7742
2017-02,Furniture,East,388.352,361.9432,26.4088
2017-02,Furniture,South,359.97,280.77660000000003,79.1934
2017-02,Furniture,West,1485.079,1311.4171999999999,173.6618
2017-02,Office Supplies,Central,1007.0559999999999,1710.525,-703.469
2017-02,Office Supplies,East,513.2710000000001,400.058,113.21300000000001
2017-02,Office Supplies,South,119.17800000000001,81.4124,37.7656
2017-02,Office Supplies,West,2263.636,1699.9325000000001,563.7035000000001
2017-02,Technology,Central,127.984,111.98599999999999,15.998
2017-02,Technology,East,287.43,233.4606,53.96939999999999
2017-02,Technology,West,699.96,611.4347,88.52529999999999
2017-03,Furniture,Central,1217.888,1421.8054000000002,-203.9174
2017-03,Furniture,East,745.982,650.4319,95.5501
2017-03,Furniture,West,570.024,602.0469,-32.0229
2017-03,Office Supplies,Central,1512.492,920.0347999999999,592.4572
2017-03,Office Supplies,East,408.76,286.48720000000003,122.2728
2017-03,Office Supplies,South,1382.906,961.8678000000001,421.0382
2017-03,Office Supplies,West,985.644,681.124,304.52
2017-03,Technology,Central,99.98,56.988600000000005,42.9914
2017-03,Technology,East,1049.632,1188.0834,-138.4514
2017-03,Technology,South,299.97,173.98260000000005,125.9874
2017-03,Technology,West,2724.464,2041.6660000000002,682.798
2017-04,Furniture,Central,580.8599999999999,429.83639999999997,151.0236
2017-04,Furniture,East,62.144,48.0848,14.0592
2017-04,Furniture,South,1939.2485000000001,2199.2842,-260.0357
2017-04,Furniture,West,507.774,416.0694,91.7046
2017-04,Office Supplies,Central,735.9480000000001,440.3014,295.6466
2017-04,Office Supplies,East,4398.682,3481.1434,917.5386
2017-04,Office Supplies,South,3074.019,1727.7603999999997,1346.2586000000001
2017-04,Office Supplies,West,609.63,341.8375,267.7925
2017-04,Technology,Central,479.57599999999996,411.2520999999999,68.3239
2017-04,Technology,East,287.35,205.6452,81.7048
2017-04,Technology,South,1221.136,1085.7764,135.3596
2017-04,Technology,West,4999.934,4617.9407,381.99330000000003
2017-05,Furniture,Central,2593.5508,2170.0714000000003,423.4794
2017-05,Furniture,East,754.748,856.9082000000001,-102.16019999999999
2017-05,Furniture,South,4258.534,4706.5234,-447.9894
2017-05,Furniture,West,1173.2040000000002,1619.4676000000002,-446.2636
2017-05,Office Supplies,Central,1167.7359999999999,1292.0874000000001,-124.35140000000001
2017-05,Office Supplies,East,349.235,321.8365,27.398500000000002
2017-05,Office Supplies,South,982.849,748.2811,234.5679
2017-05,Office Supplies,West,2310.398,1870.874,439.524
2017-05,Technology,Central,600.712,495.2773,105.43469999999999
2017-05,Technology,East,87.4,52.440000000000005,34.96
2017-05,Technology,South,676.068,587.4186,88.6494
2017-05,Technology,West,4403.386,3104.3877000000007,1298.9983
2017-06,Furniture,Central,2097.973,1669.3093000000001,428.6637
2017-06,Furniture,East,1243.008,1215.3984,27.609599999999986
2017-06,Furniture,South,778.748,698.0688,80.6792
2017-06,Furniture,West,2471.993,2282.1434,189.84959999999998
2017-06,Office Supplies,Central,3381.906,2484.073,897.8330000000001
2017-06,Office Supplies,East,615.796,604.3182,11.477800000000002
2017-06,Office Supplies,South,1722.13,1490.7298,231.40019999999998
2017-06,Office Supplies,West,1194.382,1102.3567,92.02529999999999
2017-06,Technology,Central,1108.3319999999999,941.7497,166.5823
